metabarcoding_id	sequence_length_bp	mag_id	contig	rrna_hit	identity_percent	function_source	key_functions_top5	mag_products_top5	mag_ec_top5	mag_cog_top5	heatwave - dying	heatwave-no sings of necrosis	pre-heatwave- healthy	post heatwave- healthy	heatwave-showing sings of necrosis	source_report
6289fdcb7f48c6a8e987ebe5c8636213	1328	GCA_963667625.1	ENA|OY763921|OY763921.1	GCA_963667625.1|ENA|OY763921|OY763921.1|16S|823446-824971	97.60	mag_products_top	putative protein (n=16) | RNA-guided DNA endonuclease TnpB (n=9) | Insertion sequence IS5376 putative ATP-binding protein (n=4) | Long-chain-fatty-acid--CoA ligase (n=4) | Acyl-CoA dehydrogenase (n=3)	putative protein (n=16) | RNA-guided DNA endonuclease TnpB (n=9) | Insertion sequence IS5376 putative ATP-binding protein (n=4) | Long-chain-fatty-acid--CoA ligase (n=4) | Acyl-CoA dehydrogenase (n=3)	3.1.-.- (n=12) | 7.1.1.- (n=11) | 3.1.21.- (n=9) | 3.6.4.12 (n=4) | 6.2.1.3 (n=4)	COG0675 (n=9) | COG2141 (n=6) | COG0318 (n=6) | COG1373 (n=6) | COG0451 (n=5)	0.0076	0.0163	0.0000	0.0060	0.0150	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
636406f6b75f7cb62df4cfd91a825e91	1347	GCA_963664945.1	ENA|OY761822|OY761822.1	GCA_963664945.1|ENA|OY761822|OY761822.1|16S|369688-371231	98.30	mag_products_top	Arylsulfatase (n=17) | Iron and copper transporter IacT (n=17) | Tyrosine recombinase XerD (n=13) | Ulvan-active sulfatase (n=12) | putative protein (n=11)	Arylsulfatase (n=17) | Iron and copper transporter IacT (n=17) | Tyrosine recombinase XerD (n=13) | Ulvan-active sulfatase (n=12) | putative protein (n=11)	3.1.-.- (n=46) | 3.1.6.- (n=21) | 3.1.6.1 (n=17) | 7.6.2.- (n=11) | 7.1.1.- (n=10)	COG3119 (n=23) | COG4773 (n=17) | COG4974 (n=15) | COG1028 (n=13) | COG0673 (n=8)	0.0052	0.0015	0.0108	0.0019	0.0025	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
660a29b48ffdbb6c8df9eda3370d2f3f	1521	GCA_963664535.1	ENA|OY761465|OY761465.1	GCA_963664535.1|ENA|OY761465|OY761465.1|16S|3392046-3393601	99.30	mag_products_top	putative protein (n=38) | Gamma-resorcylate decarboxylase (n=26) | 4-hydroxybenzoyl-CoA reductase subunit alpha (n=22) | Phenolic acid decarboxylase (n=20) | L-lactate transporter (n=17)	putative protein (n=38) | Gamma-resorcylate decarboxylase (n=26) | 4-hydroxybenzoyl-CoA reductase subunit alpha (n=22) | Phenolic acid decarboxylase (n=20) | L-lactate transporter (n=17)	3.1.-.- (n=32) | 1.2.5.3 (n=27) | 4.1.1.103 (n=26) | 1.1.7.1 (n=23) | 3.5.2.- (n=21)	COG1028 (n=20) | COG1373 (n=20) | COG2141 (n=19) | COG2223 (n=19) | COG2159 (n=17)	0.0013	0.0064	0.0051	0.0067	0.0068	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
66f587733fd62cfbebbdbde51d9e8f8d	1333	GCA_963667115.1	ENA|OY763007|OY763007.1	GCA_963667115.1|ENA|OY763007|OY763007.1|16S|2503313-2504835	97.70	mag_products_top	putative protein YagA (n=18) | putative protein (n=11) | 3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase (n=4) | Regulatory protein AtoC (n=4) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=3)	putative protein YagA (n=18) | putative protein (n=11) | 3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase (n=4) | Regulatory protein AtoC (n=4) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=3)	7.1.1.- (n=23) | 3.1.-.- (n=10) | 3.4.24.- (n=5) | 3.4.-.- (n=5) | 3.4.21.107 (n=5)	COG2801 (n=19) | COG2204 (n=7) | COG0451 (n=5) | COG1028 (n=5) | COG0265 (n=5)	0.0044	0.0000	0.0172	0.0127	0.0027	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
67caa9456e72e360260a5722fabd8a21	1307	CAXXOI01	ENA|CAXXOI010000012|CAXXOI010000012.1	CAXXOI01|ENA|CAXXOI010000012|CAXXOI010000012.1|16S|32476-33961	98.70	mag_products_top	Cyclopentanol dehydrogenase (n=6) | L-lactate transporter (n=2) | 2-iminobutanoate/2-iminopropanoate deaminase (n=1) | 17-hydroxy-3-oxo-4-pregnene-20-carboxyl-CoA lyase (n=1) | 4-hydroxyprotoasukamycin monooxygenase (n=1)	Cyclopentanol dehydrogenase (n=6) | L-lactate transporter (n=2) | 2-iminobutanoate/2-iminopropanoate deaminase (n=1) | 17-hydroxy-3-oxo-4-pregnene-20-carboxyl-CoA lyase (n=1) | 4-hydroxyprotoasukamycin monooxygenase (n=1)	1.1.1.163 (n=6) | 1.2.4.4 (n=2) | 5.6.2.2 (n=1) | 3.5.99.10 (n=1) | 4.1.3.- (n=1)	COG2223 (n=2) | COG0187 (n=1) | COG0251 (n=1) | COG0183 (n=1) | COG0493 (n=1)	0.0017	0.0038	0.0036	0.0249	0.0045	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
68fa2250940c127b06cc8a042e9592f2	1335	odSpoOffi2.metagenome.1.primary	ctg21674c	odSpoOffi2.metagenome.1.primary|ctg21674c|16S|830234-831762	97.20	contig_annotation_highlights	Tyrosine recombinase XerD (n=72) | putative protein (n=37) | Tyrosine recombinase XerC (n=24) | Caprolactamase subunit alpha (n=22) | Caprolactamase subunit beta (n=20)				0.0012	0.0090	0.0023	0.0167	0.0071	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
6ab8f55143702156610f57c7678c1caf	1335	odSpoOffi2.metagenome.1.primary	ctg21548l	odSpoOffi2.metagenome.1.primary|ctg21548l|16S|849775-851303	98.20	contig_annotation_highlights	putative protein (n=11) | Caprolactamase subunit alpha (n=9) | Caprolactamase subunit beta (n=8) | Glutamyl-tRNA(Gln) amidotransferase subunit A (n=7) | High-affinity branched-chain amino acid transport ATP-binding protein LivF (n=6)				0.0014	0.0067	0.0056	0.0045	0.0024	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
6eab3bee1f391767fc917a0af4c6b1ec	1508	GCA_963663175.1	ENA|OY760137|OY760137.1	GCA_963663175.1|ENA|OY760137|OY760137.1|16S|5166403-5167944	99.90	mag_products_top	Arylsulfatase (n=43) | Ulvan-active sulfatase (n=41) | putative protein (n=19) | N-acetylgalactosamine-6-O-sulfatase (n=16) | Myo-inositol 2-dehydrogenase (n=13)	Arylsulfatase (n=43) | Ulvan-active sulfatase (n=41) | putative protein (n=19) | N-acetylgalactosamine-6-O-sulfatase (n=16) | Myo-inositol 2-dehydrogenase (n=13)	3.1.6.- (n=76) | 3.1.6.1 (n=43) | 1.1.1.- (n=33) | 7.6.2.- (n=22) | 3.1.-.- (n=21)	COG3119 (n=124) | COG4948 (n=39) | COG0673 (n=33) | COG0845 (n=14) | COG1132 (n=14)	0.0062	0.0295	0.0110	0.0137	0.0201	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
7722db01dd4b47345bba695054601718	1366	odSpoOffi2.metagenome.1.primary	ctg13010l	odSpoOffi2.metagenome.1.primary|ctg13010l|16S|3606-5155	97.20	contig_annotation_highlights	Type-5 uracil-DNA glycosylase (n=1) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=1) | 23S rRNA (uridine(2479)-2'-O)-methyltransferase (n=1) | GO term highlights: | GO:0003674 (n=1)				0.0024	0.0037	0.0055	0.0005	0.0033	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
7b165aee07de74ea08e4d10f8b4d9ed5	1356	odSpoOffi2.metagenome.1.primary	ctg21493l	odSpoOffi2.metagenome.1.primary|ctg21493l|16S|249087-250630	98.40	contig_annotation_highlights	Iron and copper transporter IacT (n=8) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=5) | Putative anti-sigma factor antagonist BtrV (n=4) | Myo-inositol 2-dehydrogenase (n=4) | C4-dicarboxylate TRAP transporter large permease protein DctM (n=4)				0.0052	0.0121	0.0095	0.0128	0.0083	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
80aceb33bffbdba8c9dc8f6a36af6b65	1367	GCA_963665755.1	ENA|OY762445|OY762445.1	GCA_963665755.1|ENA|OY762445|OY762445.1|16S|2448329-2449873	97.40	mag_products_top	putative protein (n=15) | Isopenicillin N epimerase (n=12) | Serine/threonine exchanger SteT (n=9) | Putative transposase InsK for insertion sequence element IS150 (n=9) | Ulvan-active sulfatase (n=9)	putative protein (n=15) | Isopenicillin N epimerase (n=12) | Serine/threonine exchanger SteT (n=9) | Putative transposase InsK for insertion sequence element IS150 (n=9) | Ulvan-active sulfatase (n=9)	1.1.1.- (n=24) | 3.1.6.- (n=13) | 3.1.-.- (n=12) | 5.1.1.17 (n=12) | 7.6.2.- (n=11)	COG3119 (n=24) | COG0673 (n=23) | COG4948 (n=23) | COG0520 (n=17) | COG1028 (n=15)	0.0078	0.0137	0.0077	0.0103	0.0150	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
81d6cc4a1092411e72985c2873377c64	1513	GCA_965207065.1	ENA|OZ242260|OZ242260.1	GCA_965207065.1|ENA|OZ242260|OZ242260.1|16S|1914134-1915682	99.70	mag_products_top	putative protein (n=23) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=18) | High-affinity branched-chain amino acid transport ATP-binding protein LivF (n=17) | Lipopolysaccharide export system ATP-binding protein LptB (n=15) | High-affinity branched-chain amino acid transport system permease protein LivH (n=14)	putative protein (n=23) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=18) | High-affinity branched-chain amino acid transport ATP-binding protein LivF (n=17) | Lipopolysaccharide export system ATP-binding protein LptB (n=15) | High-affinity branched-chain amino acid transport system permease protein LivH (n=14)	1.1.1.- (n=27) | 3.5.2.- (n=20) | 7.5.2.- (n=18) | 1.1.1.100 (n=18) | 7.1.1.- (n=18)	COG1028 (n=32) | COG1960 (n=22) | COG0410 (n=17) | COG2141 (n=17) | COG1137 (n=14)	0.0010	0.0052	0.0023	0.0180	0.0075	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
84655f01295838d96ff1073fb3952b71	1346	odSpoOffi2.metagenome.1.primary	ctg21669l	odSpoOffi2.metagenome.1.primary|ctg21669l|16S|2986033-2987552	99.00	contig_annotation_highlights	putative protein (n=31) | Myo-inositol 2-dehydrogenase (n=29) | Arylsulfatase (n=26) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=17) | L-glutamine:2-deoxy-scyllo-inosose aminotransferase (n=14)				0.0063	0.0006	0.0013	0.0065	0.0012	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
84e589263a61550f77484f08e9b9ba90	2038	odSpoOffi2.metagenome.1.primary	ctg21525l	odSpoOffi2.metagenome.1.primary|ctg21525l|16S|1506665-1508216	98.10	contig_annotation_highlights	Quinohemoprotein alcohol dehydrogenase ADH-IIG (n=5) | Insertion sequence IS5376 putative ATP-binding protein (n=5) | putative protein (n=4) | Alcohol dehydrogenase (quinone), dehydrogenase subunit (n=4) | Glycerol dehydrogenase large subunit (n=4)				0.0007	0.0018	0.0042	0.0316	0.0017	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
85504a79db0f97c456e735769ad921ed	1364	CAXXDD01	ENA|CAXXDD010000002|CAXXDD010000002.1	CAXXDD01|ENA|CAXXDD010000002|CAXXDD010000002.1|16S|1711851-1713398	98.80	mag_products_top	putative protein (n=17) | Dipeptidyl-peptidase 5 (n=9) | Glutamyl-tRNA(Gln) amidotransferase subunit A (n=5) | Glutathione hydrolase-like YwrD proenzyme (n=4) | Putative transposase InsK for insertion sequence element IS150 (n=3)	putative protein (n=17) | Dipeptidyl-peptidase 5 (n=9) | Glutamyl-tRNA(Gln) amidotransferase subunit A (n=5) | Glutathione hydrolase-like YwrD proenzyme (n=4) | Putative transposase InsK for insertion sequence element IS150 (n=3)	3.1.-.- (n=15) | 3.4.14.- (n=10) | 7.1.1.- (n=8) | 7.6.2.- (n=8) | 3.5.1.- (n=7)	COG0823 (n=12) | COG0405 (n=7) | COG1373 (n=6) | COG1028 (n=5) | COG0436 (n=5)	0.0029	0.0025	0.0058	0.0091	0.0072	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
89342a37e139386f1131a7383da52a19	1309	GCA_965207365.1	ENA|OZ242281|OZ242281.1	GCA_965207365.1|ENA|OZ242281|OZ242281.1|16S|2517320-2518805	98.30	mag_products_top	putative protein (n=32) | Glutathione transport system permease protein GsiD (n=14) | Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF (n=12) | Succinate--glutarate CoA-transferase (n=10) | Short-chain-enoyl-CoA hydratase (n=10)	putative protein (n=32) | Glutathione transport system permease protein GsiD (n=14) | Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF (n=12) | Succinate--glutarate CoA-transferase (n=10) | Short-chain-enoyl-CoA hydratase (n=10)	2.8.3.15 (n=22) | 1.1.1.- (n=21) | 3.1.-.- (n=18) | 2.8.3.- (n=15) | 1.-.-.- (n=14)	COG1028 (n=34) | COG1024 (n=26) | COG1804 (n=19) | COG0601 (n=19) | COG1960 (n=14)	0.0071	0.0082	0.0089	0.0128	0.0069	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
8d3bf5d477cdc4aa72a6099518eb7514	1371	CBDBQL01	ENA|CBDBQL010000005|CBDBQL010000005.1	CBDBQL01|ENA|CBDBQL010000005|CBDBQL010000005.1|16S|1347297-1348844	98.80	mag_products_top	Dipeptidyl-peptidase 5 (n=21) | putative protein (n=15) | Prophage integrase IntA (n=10) | Cocaine esterase (n=9) | Glutathione hydrolase proenzyme (n=7)	Dipeptidyl-peptidase 5 (n=21) | putative protein (n=15) | Prophage integrase IntA (n=10) | Cocaine esterase (n=9) | Glutathione hydrolase proenzyme (n=7)	3.1.-.- (n=25) | 3.4.14.- (n=22) | 7.6.2.- (n=14) | 3.1.1.84 (n=9) | 2.8.1.7 (n=8)	COG0823 (n=25) | COG3653 (n=13) | COG0582 (n=12) | COG0520 (n=10) | COG0405 (n=9)	0.0168	0.0069	0.0096	0.0036	0.0068	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
91bf17be662cef02b8e57e63267495c5	1224	GCA_965208505.1	ENA|OZ242339|OZ242339.1	GCA_965208505.1|ENA|OZ242339|OZ242339.1|16S|799598-801100	98.50	mag_products_top	putative protein (n=50) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=13) | High-affinity branched-chain amino acid transport ATP-binding protein LivF (n=11) | Carbon monoxide dehydrogenase large chain (n=9) | Lipopolysaccharide export system ATP-binding protein LptB (n=9)	putative protein (n=50) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=13) | High-affinity branched-chain amino acid transport ATP-binding protein LivF (n=11) | Carbon monoxide dehydrogenase large chain (n=9) | Lipopolysaccharide export system ATP-binding protein LptB (n=9)	3.1.-.- (n=50) | 1.3.99.- (n=40) | 1.1.1.- (n=26) | 7.1.1.- (n=19) | 1.-.-.- (n=18)	COG1028 (n=50) | COG1960 (n=44) | COG1024 (n=29) | COG0318 (n=25) | COG2124 (n=24)	0.0086	0.0123	0.0128	0.0032	0.0054	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
94e94db16b05c6e57ee72314daca7343	1312	odSpoOffi2.metagenome.1.primary	ctg12905l	odSpoOffi2.metagenome.1.primary|ctg12905l|16S|7930-9459	96.40	contig_annotation_highlights	Glutamate-1-semialdehyde 2,1-aminomutase (n=1) | Iron-sulfur cluster insertion protein ErpA (n=1) | Anhydro-N-acetylmuramic acid kinase (n=1) | Murein DD-endopeptidase MepM (n=1) | Tyrosine--tRNA ligase (n=1)				0.0017	0.0079	0.0000	0.0015	0.0021	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
9a3a13c7d8b6be73a244467eb8606d43	1328	GCA_963667625.1	ENA|OY763921|OY763921.1	GCA_963667625.1|ENA|OY763921|OY763921.1|16S|823446-824971	97.60	mag_products_top	putative protein (n=16) | RNA-guided DNA endonuclease TnpB (n=9) | Insertion sequence IS5376 putative ATP-binding protein (n=4) | Long-chain-fatty-acid--CoA ligase (n=4) | Acyl-CoA dehydrogenase (n=3)	putative protein (n=16) | RNA-guided DNA endonuclease TnpB (n=9) | Insertion sequence IS5376 putative ATP-binding protein (n=4) | Long-chain-fatty-acid--CoA ligase (n=4) | Acyl-CoA dehydrogenase (n=3)	3.1.-.- (n=12) | 7.1.1.- (n=11) | 3.1.21.- (n=9) | 3.6.4.12 (n=4) | 6.2.1.3 (n=4)	COG0675 (n=9) | COG2141 (n=6) | COG0318 (n=6) | COG1373 (n=6) | COG0451 (n=5)	0.0744	0.0080	0.0063	0.0001	0.0074	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
9e0a01bdf1644715d4142655a9bed384	1305	odSpoOffi2.metagenome.1.primary	ctg12905l	odSpoOffi2.metagenome.1.primary|ctg12905l|18S|8575-9453	96.70	contig_annotation_highlights	Glutamate-1-semialdehyde 2,1-aminomutase (n=1) | Iron-sulfur cluster insertion protein ErpA (n=1) | Anhydro-N-acetylmuramic acid kinase (n=1) | Murein DD-endopeptidase MepM (n=1) | Tyrosine--tRNA ligase (n=1)				0.0026	0.0052	0.0038	0.0000	0.0107	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
a6f65a224b578052070a7485f5f4d538	1233	GCA_963668465.1	ENA|OY764542|OY764542.1	GCA_963668465.1|ENA|OY764542|OY764542.1|16S|1859603-1861090	98.10	mag_products_top	5,5'-dehydrodivanillate O-demethylase oxygenase subunit (n=35) | Phthalate 4,5-dioxygenase oxygenase subunit (n=23) | putative protein (n=14) | L-lactate transporter (n=14) | Gamma-resorcylate decarboxylase (n=10)	5,5'-dehydrodivanillate O-demethylase oxygenase subunit (n=35) | Phthalate 4,5-dioxygenase oxygenase subunit (n=23) | putative protein (n=14) | L-lactate transporter (n=14) | Gamma-resorcylate decarboxylase (n=10)	1.14.13.- (n=36) | 3.1.-.- (n=31) | 1.14.12.7 (n=23) | 1.-.-.- (n=22) | 1.1.1.- (n=17)	COG4638 (n=38) | COG1028 (n=26) | COG2159 (n=15) | COG2223 (n=15) | COG1529 (n=7)	0.0000	0.0012	0.0000	0.0068	0.0002	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
a7591c711aca64b58ee1ca905f2cc4aa	1327	GCA_963664635.1	ENA|OY761542|OY761542.1	GCA_963664635.1|ENA|OY761542|OY761542.1|16S|540214-541702	97.70	mag_products_top	putative protein (n=61) | Iron and copper transporter IacT (n=22) | Para-nitrobenzyl esterase (n=13) | Short-chain-enoyl-CoA hydratase (n=11) | Putative glycoside/cation symporter YagG (n=11)	putative protein (n=61) | Iron and copper transporter IacT (n=22) | Para-nitrobenzyl esterase (n=13) | Short-chain-enoyl-CoA hydratase (n=11) | Putative glycoside/cation symporter YagG (n=11)	3.1.-.- (n=49) | 1.3.99.- (n=28) | 3.1.1.- (n=24) | 1.1.1.- (n=21) | 1.-.-.- (n=19)	COG1028 (n=34) | COG1024 (n=33) | COG1960 (n=32) | COG4773 (n=22) | COG2141 (n=19)	0.0020	0.0087	0.0027	0.0020	0.0009	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
ade7042c2cc25c0bad9e4a0356f5b576	1352	CBDBOF01	ENA|CBDBOF010000002|CBDBOF010000002.1	CBDBOF01|ENA|CBDBOF010000002|CBDBOF010000002.1|16S|508944-510484	98.00	mag_products_top	putative protein (n=76) | Alkanal monooxygenase alpha chain (n=31) | Putative coenzyme F420-dependent oxidoreductase (n=18) | Caprolactamase subunit alpha (n=15) | Cyclohexanol dehydrogenase (n=15)	putative protein (n=76) | Alkanal monooxygenase alpha chain (n=31) | Putative coenzyme F420-dependent oxidoreductase (n=18) | Caprolactamase subunit alpha (n=15) | Cyclohexanol dehydrogenase (n=15)	1.3.99.- (n=34) | 3.5.2.- (n=33) | 1.14.14.3 (n=31) | 1.-.-.- (n=30) | 3.1.-.- (n=28)	COG2141 (n=68) | COG1960 (n=42) | COG1024 (n=39) | COG1028 (n=30) | COG1804 (n=22)	0.0000	0.0069	0.0109	0.0000	0.0000	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
ae94942afa2ccd583dc9e54bc5f19bc7	1232	odSpoOffi2.metagenome.1.primary	ctg21627l	odSpoOffi2.metagenome.1.primary|ctg21627l|16S|1664434-1665925	97.40	contig_annotation_highlights	N-acetylgalactosamine-6-O-sulfatase (n=29) | Ulvan-active sulfatase (n=24) | Arylsulfatase (n=20) | putative protein (n=14) | Sulfatase (n=7)				0.0000	0.0022	0.0033	0.0056	0.0116	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
af2cebe1d29bc34b34db1d85994d916b	1326	GCA_963667115.1	ENA|OY763007|OY763007.1	GCA_963667115.1|ENA|OY763007|OY763007.1|16S|2503313-2504835	97.40	mag_products_top	putative protein YagA (n=18) | putative protein (n=11) | 3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase (n=4) | Regulatory protein AtoC (n=4) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=3)	putative protein YagA (n=18) | putative protein (n=11) | 3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase (n=4) | Regulatory protein AtoC (n=4) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=3)	7.1.1.- (n=23) | 3.1.-.- (n=10) | 3.4.24.- (n=5) | 3.4.-.- (n=5) | 3.4.21.107 (n=5)	COG2801 (n=19) | COG2204 (n=7) | COG0451 (n=5) | COG1028 (n=5) | COG0265 (n=5)	0.0023	0.0000	0.0136	0.0000	0.0017	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
b276ad77f6f26a20ce7894feb8ecbe76	1351	GCA_965207315.1	ENA|OZ242277|OZ242277.1	GCA_965207315.1|ENA|OZ242277|OZ242277.1|16S|2503046-2504604	97.60	mag_products_top	putative protein (n=25) | Dipeptidyl-peptidase 5 (n=10) | N-substituted formamide deformylase (n=8) | Insertion sequence IS5376 putative ATP-binding protein (n=7) | N-acyl-D-glutamate deacylase (n=6)	putative protein (n=25) | Dipeptidyl-peptidase 5 (n=10) | N-substituted formamide deformylase (n=8) | Insertion sequence IS5376 putative ATP-binding protein (n=7) | N-acyl-D-glutamate deacylase (n=6)	3.1.-.- (n=38) | 3.4.14.- (n=12) | 7.6.2.- (n=12) | 3.5.1.91 (n=8) | 2.1.1.72 (n=8)	COG1373 (n=14) | COG1848 (n=11) | COG0823 (n=10) | COG0520 (n=10) | COG3653 (n=9)	0.0046	0.0018	0.0159	0.0050	0.0018	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
b2fd9e189fc463e59cf9e744a267e314	1341	odSpoOffi2.metagenome.1.primary	ctg21548l	odSpoOffi2.metagenome.1.primary|ctg21548l|16S|849775-851303	97.60	contig_annotation_highlights	putative protein (n=11) | Caprolactamase subunit alpha (n=9) | Caprolactamase subunit beta (n=8) | Glutamyl-tRNA(Gln) amidotransferase subunit A (n=7) | High-affinity branched-chain amino acid transport ATP-binding protein LivF (n=6)				0.0004	0.0069	0.0000	0.0060	0.0108	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
b93f895428639df3a917633fb498e058	1321	odSpoOffi2.metagenome.1.primary	ctg21634c	odSpoOffi2.metagenome.1.primary|ctg21634c|16S|2397598-2399103	97.40	contig_annotation_highlights	putative protein (n=34) | Methylxanthine N1-demethylase NdmA (n=19) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=16) | High-affinity branched-chain amino acid transport ATP-binding protein LivF (n=9) | Oligopeptide transport ATP-binding protein OppD (n=8)				0.0154	0.0059	0.0104	0.0029	0.0023	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
be343fd9393f4df01948dc1705ea170a	1356	GCA_963663395.1	ENA|OY760226|OY760226.1	GCA_963663395.1|ENA|OY760226|OY760226.1|16S|271651-273164	97.90	mag_products_top	Iron and copper transporter IacT (n=57) | putative protein (n=50) | Acyl-CoA dehydrogenase IpdE1 (n=12) | Long-chain-fatty-acid--CoA ligase (n=12) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=11)	Iron and copper transporter IacT (n=57) | putative protein (n=50) | Acyl-CoA dehydrogenase IpdE1 (n=12) | Long-chain-fatty-acid--CoA ligase (n=12) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=11)	1.3.99.- (n=46) | 1.-.-.- (n=37) | 3.1.-.- (n=32) | 1.1.1.- (n=29) | 1.14.-.- (n=20)	COG4773 (n=57) | COG1028 (n=57) | COG1960 (n=53) | COG1024 (n=36) | COG0318 (n=29)	0.0038	0.0062	0.0151	0.0019	0.0045	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
bf936e90847eb73717b6780e7a523bcc	1345	CBDBQH01	ENA|CBDBQH010000003|CBDBQH010000003.1	CBDBQH01|ENA|CBDBQH010000003|CBDBQH010000003.1|16S|686903-688447	97.80	mag_products_top	putative protein (n=8) | Glycine betaine methyltransferase (n=5) | Putative transposase InsK for insertion sequence element IS150 (n=3) | Sarcosine oxidase subunit beta (n=3) | Lipopolysaccharide export system ATP-binding protein LptB (n=3)	putative protein (n=8) | Glycine betaine methyltransferase (n=5) | Putative transposase InsK for insertion sequence element IS150 (n=3) | Sarcosine oxidase subunit beta (n=3) | Lipopolysaccharide export system ATP-binding protein LptB (n=3)	3.1.-.- (n=16) | 7.1.1.- (n=13) | 2.1.1.72 (n=11) | 1.5.3.1 (n=6) | 7.5.2.- (n=5)	COG3842 (n=5) | COG5598 (n=5) | COG1028 (n=5) | COG1373 (n=4) | COG0625 (n=4)	0.0028	0.0081	0.0064	0.0027	0.0066	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
